gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4014909777	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/250505794/original.jpeg	https://www.inaturalist.org/photos/250505794					2022-12-28T17:57:15Z	rolandwirth		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rolandwirth
4009931903	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/248846533/original.jpeg	https://www.inaturalist.org/photos/248846533					2022-12-23T02:17:00Z	Paul Norwood		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Norwood
3994333652	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/245240668/original.jpeg	https://www.inaturalist.org/photos/245240668					2022-11-26T03:16:07Z	Zack Tandy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zack Tandy
3994333652	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/245240690/original.jpeg	https://www.inaturalist.org/photos/245240690					2022-11-26T03:15:26Z	Zack Tandy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zack Tandy
3994333652	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/245240682/original.jpeg	https://www.inaturalist.org/photos/245240682					2022-11-26T03:15:31Z	Zack Tandy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zack Tandy
3994333652	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/245240656/original.jpeg	https://www.inaturalist.org/photos/245240656					2022-11-26T03:18:48Z	Zack Tandy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zack Tandy
3994333652	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/245240675/original.jpeg	https://www.inaturalist.org/photos/245240675					2022-11-26T03:15:42Z	Zack Tandy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zack Tandy
3994333652	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/245240661/original.jpeg	https://www.inaturalist.org/photos/245240661					2022-11-26T03:18:48Z	Zack Tandy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zack Tandy
3994300586	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/239740153/original.jpeg	https://www.inaturalist.org/photos/239740153					2022-06-27T19:08:05Z	Eva Ullström		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eva Ullström
3994300586	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/239740174/original.jpeg	https://www.inaturalist.org/photos/239740174					2022-06-27T19:08:07Z	Eva Ullström		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eva Ullström
3994227570	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/239741524/original.jpeg	https://www.inaturalist.org/photos/239741524					2022-06-27T19:17:11Z	Eva Ullström		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eva Ullström
