species,event_date,lat,lon,coordinate_uncertainty_in_meters
Anguilla dieffenbachii,1999-03-03T00:00:00Z,-39.373066,173.892102,NA
Anguilla dieffenbachii,1997-08-01T00:00:00Z,-41.244858,175.267234,NA
Anguilla dieffenbachii,2000-03-29T00:00:00Z,-43.669727,172.513803,NA
Anguilla dieffenbachii,2003-03-13T00:00:00Z,-36.877588,174.623305,NA
Anguilla dieffenbachii,1999-03-23T00:00:00Z,-34.947119,173.566066,NA
Anguilla dieffenbachii,1997-01-22T00:00:00Z,-38.454973,177.966929,NA
Anguilla dieffenbachii,1993-03-16T00:00:00Z,-41.080552,175.144955,NA
Anguilla dieffenbachii,2002-02-11T00:00:00Z,-46.200771,168.062219,NA
Anguilla dieffenbachii,1992-03-02T00:00:00Z,-45.8373,170.398897,NA
Anguilla dieffenbachii,1993-01-29T00:00:00Z,-41.688308,173.191107,NA
Anguilla dieffenbachii,1991-11-22T00:00:00Z,-38.400788,174.732,NA
Anguilla dieffenbachii,2000-04-16T00:00:00Z,-40.71259,175.604327,NA
Anguilla dieffenbachii,2001-04-24T00:00:00Z,-36.877588,174.623305,NA
Anguilla dieffenbachii,2001-02-08T00:00:00Z,-37.3968,174.732799,NA
Anguilla dieffenbachii,2005-04-20T00:00:00Z,-35.882026,174.126003,NA
Anguilla dieffenbachii,1998-03-17T00:00:00Z,-37.923694,176.738925,NA
Anguilla dieffenbachii,1983-02-06T00:00:00Z,-39.033722,177.108236,NA
Anguilla dieffenbachii,1979-01-13T00:00:00Z,-39.371,175.119057,NA
Anguilla dieffenbachii,1981-10-22T00:00:00Z,-44.332768,170.829417,NA
Anguilla dieffenbachii,1979-02-01T00:00:00Z,-43.525409,171.674967,NA
Anguilla dieffenbachii,1993-04-13T00:00:00Z,-39.102552,174.11622,NA
Anguilla dieffenbachii,1980-01-23T00:00:00Z,-37.765103,176.331897,NA
Anguilla dieffenbachii,2009-01-01T00:00:00Z,-38.12566,176.657121,NA
Anguilla dieffenbachii,2011-03-01T00:00:00Z,-37.026698,175.814956,NA
Anguilla dieffenbachii,2009-05-04T00:00:00Z,-36.867262,174.499551,NA
Anguilla dieffenbachii,2009-03-23T00:00:00Z,-36.855262,174.609317,NA
Anguilla dieffenbachii,2007-11-20T00:00:00Z,-44.479541,170.021977,NA
Anguilla dieffenbachii,2009-12-17T00:00:00Z,-38.047609,176.559589,NA
Anguilla dieffenbachii,2004-03-26T00:00:00Z,-43.571187,172.640864,NA
Anguilla dieffenbachii,2005-03-07T00:00:00Z,-41.741587,174.026826,NA
Anguilla dieffenbachii,2004-03-19T00:00:00Z,-41.43288,173.773101,NA
Anguilla dieffenbachii,2004-02-25T00:00:00Z,-38.015774,176.949738,NA
Anguilla dieffenbachii,2003-04-14T00:00:00Z,-41.254685,173.393926,NA
Anguilla dieffenbachii,2003-03-18T00:00:00Z,-41.451315,172.735649,NA
Anguilla dieffenbachii,2002-11-12T00:00:00Z,-35.636246,174.3934,NA
Anguilla dieffenbachii,2001-05-17T00:00:00Z,-41.739909,172.391817,NA
Anguilla dieffenbachii,2000-06-16T00:00:00Z,-39.159541,174.092872,NA
Anguilla dieffenbachii,2000-03-09T00:00:00Z,-36.231201,175.442538,NA
Anguilla dieffenbachii,2000-02-17T00:00:00Z,-37.126564,175.848408,NA
Anguilla dieffenbachii,2004-04-22T00:00:00Z,-39.457049,173.866509,NA
Anguilla dieffenbachii,2000-04-24T00:00:00Z,-38.532168,175.01069,NA
Anguilla dieffenbachii,1999-02-16T00:00:00Z,-41.030219,172.975197,NA
Anguilla dieffenbachii,1999-08-25T00:00:00Z,-37.500952,175.874784,NA
Anguilla dieffenbachii,1999-03-18T00:00:00Z,-39.390409,174.068805,NA
Anguilla dieffenbachii,2001-01-08T00:00:00Z,-42.397906,172.933183,NA
Anguilla dieffenbachii,1999-03-18T00:00:00Z,-34.959,173.543201,NA
Anguilla dieffenbachii,2003-01-06T00:00:00Z,-39.373976,173.890953,NA
Anguilla dieffenbachii,2006-02-09T00:00:00Z,-38.994686,177.033805,NA
Anguilla dieffenbachii,2002-01-21T00:00:00Z,-41.020559,175.025278,NA
Anguilla dieffenbachii,1995-05-17T00:00:00Z,-41.372109,173.835745,NA
Anguilla dieffenbachii,1994-01-22T00:00:00Z,-45.471608,167.168544,NA
Anguilla dieffenbachii,1993-12-14T00:00:00Z,-37.802337,176.03591,NA
Anguilla dieffenbachii,1993-06-26T00:00:00Z,-38.09198,176.883598,NA
Anguilla dieffenbachii,1993-02-04T00:00:00Z,-37.777773,175.060377,NA
Anguilla dieffenbachii,1992-04-09T00:00:00Z,-38.098268,175.436067,NA
Anguilla dieffenbachii,1991-12-18T00:00:00Z,-45.981945,170.038681,NA
Anguilla dieffenbachii,1992-05-07T00:00:00Z,-35.65193,173.56006,NA
Anguilla dieffenbachii,1991-11-25T00:00:00Z,-39.0643,174.156025,NA
Anguilla dieffenbachii,1991-02-28T00:00:00Z,-39.193374,174.13279,NA
Anguilla dieffenbachii,2002-03-04T00:00:00Z,-37.248385,175.662693,NA
Anguilla dieffenbachii,1992-11-19T00:00:00Z,-42.357694,171.459549,NA
Anguilla dieffenbachii,1988-07-04T00:00:00Z,-37.372813,175.913645,NA
Anguilla dieffenbachii,2001-05-08T00:00:00Z,-40.724252,175.525446,NA
Anguilla dieffenbachii,1993-03-16T00:00:00Z,-37.504225,175.352113,NA
Anguilla dieffenbachii,1988-10-27T00:00:00Z,-39.483065,174.171428,NA
Anguilla dieffenbachii,1987-09-24T00:00:00Z,-37.934209,176.581223,NA
Anguilla dieffenbachii,1987-05-13T00:00:00Z,-42.32459,171.615664,NA
Anguilla dieffenbachii,1991-02-25T00:00:00Z,-39.102552,174.11622,NA
Anguilla dieffenbachii,1984-03-07T00:00:00Z,-40.364988,176.574564,NA
Anguilla dieffenbachii,1986-02-07T00:00:00Z,-38.659641,174.775351,NA
Anguilla dieffenbachii,1997-02-18T00:00:00Z,-45.516055,167.781076,NA
Anguilla dieffenbachii,2000-01-11T00:00:00Z,-37.82593,178.253148,NA
Anguilla dieffenbachii,2001-04-01T00:00:00Z,-37.037023,174.506796,NA
Anguilla dieffenbachii,1984-07-17T00:00:00Z,-46.230471,169.830092,NA
Anguilla dieffenbachii,1987-03-17T00:00:00Z,-39.333537,174.330065,NA
Anguilla dieffenbachii,1985-02-15T00:00:00Z,-39.34226,174.276863,NA
Anguilla dieffenbachii,1982-03-11T00:00:00Z,-37.461146,175.844885,NA
Anguilla dieffenbachii,2001-03-01T00:00:00Z,-36.5366,174.583999,NA
Anguilla dieffenbachii,2001-03-01T00:00:00Z,-36.364818,174.676986,NA
Anguilla dieffenbachii,1982-01-01T00:00:00Z,-39.530073,174.155963,NA
Anguilla dieffenbachii,1979-12-08T00:00:00Z,-42.896628,171.079918,NA
Anguilla dieffenbachii,1994-12-13T00:00:00Z,-42.428254,171.484541,NA
Anguilla dieffenbachii,1984-01-18T00:00:00Z,-46.05813,167.082429,NA
Anguilla dieffenbachii,2011-12-02T00:00:00Z,-37.982569,175.546604,NA
Anguilla dieffenbachii,2012-02-15T00:00:00Z,-37.883604,175.637758,NA
Anguilla dieffenbachii,2012-07-26T00:00:00Z,-41.200526,172.816092,NA
Anguilla dieffenbachii,2011-03-01T00:00:00Z,-39.418209,174.598281,NA
Anguilla dieffenbachii,2008-11-03T00:00:00Z,-40.743064,172.695288,NA
Anguilla dieffenbachii,2009-03-12T00:00:00Z,-37.376827,175.881892,NA
Anguilla dieffenbachii,2008-01-10T00:00:00Z,-40.295231,176.018914,NA
Anguilla dieffenbachii,2007-05-10T00:00:00Z,-43.463248,172.593502,NA
Anguilla dieffenbachii,2007-04-03T00:00:00Z,-37.230318,174.925647,NA
Anguilla dieffenbachii,2007-01-16T00:00:00Z,-36.88798,174.521916,NA
Anguilla dieffenbachii,2005-09-29T00:00:00Z,-45.480669,170.637422,NA
Anguilla dieffenbachii,2005-02-16T00:00:00Z,-38.895841,175.16306,NA
Anguilla dieffenbachii,2005-09-12T00:00:00Z,-42.139077,173.86496,NA
Anguilla dieffenbachii,2004-09-16T00:00:00Z,-41.79936,174.051436,NA
Anguilla dieffenbachii,2007-04-24T00:00:00Z,-41.528118,171.96698,NA
Anguilla dieffenbachii,2006-10-04T00:00:00Z,-36.195755,174.652887,NA
Anguilla dieffenbachii,2001-07-12T00:00:00Z,-39.368698,173.98141,NA
Anguilla dieffenbachii,2001-03-02T00:00:00Z,-45.789324,170.265934,NA
Anguilla dieffenbachii,2000-02-21T00:00:00Z,-41.107204,174.070531,NA
Anguilla dieffenbachii,2001-05-09T00:00:00Z,-36.925766,174.471775,NA
Anguilla dieffenbachii,2000-02-18T00:00:00Z,-37.123275,175.616346,NA
Anguilla dieffenbachii,1999-04-13T00:00:00Z,-34.422441,173.008053,NA
Anguilla dieffenbachii,2001-02-02T00:00:00Z,-40.822999,172.516544,NA
Anguilla dieffenbachii,1997-12-12T00:00:00Z,-43.75554,172.593827,NA
Anguilla dieffenbachii,1999-04-22T00:00:00Z,-46.548577,168.538615,NA
Anguilla dieffenbachii,1999-03-08T00:00:00Z,-35.717157,173.639167,NA
Anguilla dieffenbachii,2003-02-10T00:00:00Z,-42.89544,171.062809,NA
Anguilla dieffenbachii,1997-03-18T00:00:00Z,-39.381578,174.050082,NA
Anguilla dieffenbachii,1998-01-08T00:00:00Z,-41.707864,172.710537,NA
Anguilla dieffenbachii,1995-05-18T00:00:00Z,-41.536519,173.398005,NA
Anguilla dieffenbachii,1997-03-12T00:00:00Z,-42.81113,170.879586,NA
Anguilla dieffenbachii,1993-12-07T00:00:00Z,-37.805761,176.042875,NA
Anguilla dieffenbachii,1993-11-11T00:00:00Z,-41.712778,172.559101,NA
Anguilla dieffenbachii,1996-11-22T00:00:00Z,-36.9203,174.599625,NA
Anguilla dieffenbachii,1994-02-18T00:00:00Z,-42.663024,171.536126,NA
Anguilla dieffenbachii,1993-02-18T00:00:00Z,-43.707607,172.900592,NA
Anguilla dieffenbachii,1991-11-29T00:00:00Z,-45.992819,169.418069,NA
Anguilla dieffenbachii,1994-07-15T00:00:00Z,-42.802873,171.126871,NA
Anguilla dieffenbachii,1990-03-05T00:00:00Z,-45.794932,167.951561,NA
Anguilla dieffenbachii,1990-10-09T00:00:00Z,-39.135822,174.122565,NA
Anguilla dieffenbachii,1986-11-18T00:00:00Z,-43.595169,172.550319,NA
Anguilla dieffenbachii,1991-11-19T00:00:00Z,-38.430144,174.698368,NA
Anguilla dieffenbachii,1990-01-26T00:00:00Z,-40.648315,175.367634,NA
Anguilla dieffenbachii,1992-10-23T00:00:00Z,-42.919111,170.78152,NA
Anguilla dieffenbachii,2001-05-23T00:00:00Z,-37.927517,176.732295,NA
Anguilla dieffenbachii,1984-10-24T00:00:00Z,-37.280578,175.135943,NA
Anguilla dieffenbachii,1994-01-25T00:00:00Z,-45.541511,167.949409,NA
Anguilla dieffenbachii,1994-03-02T00:00:00Z,-41.113864,173.664579,NA
Anguilla dieffenbachii,1989-02-10T00:00:00Z,-45.636936,168.115798,NA
Anguilla dieffenbachii,1992-02-07T00:00:00Z,-45.737705,168.759735,NA
Anguilla dieffenbachii,1989-12-06T00:00:00Z,-38.032369,175.600163,NA
Anguilla dieffenbachii,1992-11-19T00:00:00Z,-42.329096,171.54398,NA
Anguilla dieffenbachii,2001-09-27T00:00:00Z,-36.770829,174.707043,NA
Anguilla dieffenbachii,1989-10-18T00:00:00Z,-41.726198,172.888327,NA
Anguilla dieffenbachii,1989-02-21T00:00:00Z,-41.463181,172.815795,NA
Anguilla dieffenbachii,1989-04-13T00:00:00Z,-43.449567,172.608215,NA
Anguilla dieffenbachii,2001-01-18T00:00:00Z,-37.64699,178.317257,NA
Anguilla dieffenbachii,1986-02-19T00:00:00Z,-38.674331,174.92173,NA
Anguilla dieffenbachii,1999-03-29T00:00:00Z,-36.701686,174.74675,NA
Anguilla dieffenbachii,2001-05-16T00:00:00Z,-36.692692,174.745405,NA
Anguilla dieffenbachii,1986-11-20T00:00:00Z,-38.073459,175.105674,NA
Anguilla dieffenbachii,1985-12-01T00:00:00Z,-43.500154,169.869578,NA
Anguilla dieffenbachii,1985-03-07T00:00:00Z,-39.610195,174.535896,NA
Anguilla dieffenbachii,1984-02-01T00:00:00Z,-43.542009,169.692821,NA
Anguilla dieffenbachii,1984-02-01T00:00:00Z,-43.549298,169.727094,NA
Anguilla dieffenbachii,1992-01-08T00:00:00Z,-43.524155,172.574346,NA
Anguilla dieffenbachii,1985-02-27T00:00:00Z,-43.500154,169.869578,NA
Anguilla dieffenbachii,1983-06-28T00:00:00Z,-45.859001,169.490799,NA
Anguilla dieffenbachii,1984-09-04T00:00:00Z,-42.373689,171.51136,NA
Anguilla dieffenbachii,1983-11-07T00:00:00Z,-45.655489,169.401646,NA
Anguilla dieffenbachii,1998-03-18T00:00:00Z,-38.012892,176.713991,NA
Anguilla dieffenbachii,1982-11-17T00:00:00Z,-40.876286,175.133622,NA
Anguilla dieffenbachii,1982-03-09T00:00:00Z,-39.147709,174.105407,NA
Anguilla dieffenbachii,1980-01-10T00:00:00Z,-38.086139,177.685545,NA
Anguilla dieffenbachii,2001-03-01T00:00:00Z,-36.566581,174.685249,NA
Anguilla dieffenbachii,1983-12-01T00:00:00Z,-43.972407,171.299936,NA
Anguilla dieffenbachii,1982-04-08T00:00:00Z,-39.550908,174.144693,NA
Anguilla dieffenbachii,1980-03-13T00:00:00Z,-38.940763,175.406976,NA
Anguilla dieffenbachii,1985-12-11T00:00:00Z,-37.166718,174.959022,NA
Anguilla dieffenbachii,1975-10-01T00:00:00Z,-42.428069,171.342343,NA
Anguilla dieffenbachii,1979-04-18T00:00:00Z,-43.578009,171.177243,NA
Anguilla dieffenbachii,2001-01-01T00:00:00Z,-36.892396,174.4733,NA
Anguilla dieffenbachii,1987-09-15T00:00:00Z,-44.038637,170.750178,NA
Anguilla dieffenbachii,2001-01-17T00:00:00Z,-36.890334,174.614632,NA
Anguilla dieffenbachii,1979-03-21T00:00:00Z,-44.667718,170.161118,NA
Anguilla dieffenbachii,1980-01-07T00:00:00Z,-37.916714,177.832714,NA
Anguilla dieffenbachii,1979-12-11T00:00:00Z,-43.738973,172.796274,NA
Anguilla dieffenbachii,2011-03-04T00:00:00Z,-46.540715,168.569262,NA
Anguilla dieffenbachii,2009-02-17T00:00:00Z,-38.672172,174.709682,NA
Anguilla dieffenbachii,2006-05-23T00:00:00Z,-36.695071,174.684782,NA
Anguilla dieffenbachii,2008-12-09T00:00:00Z,-38.33074,176.778037,NA
Anguilla dieffenbachii,2007-06-18T00:00:00Z,-39.219541,174.114085,NA
Anguilla dieffenbachii,2010-02-08T00:00:00Z,-40.811464,172.956771,NA
Anguilla dieffenbachii,2005-05-05T00:00:00Z,-46.05598,170.121535,NA
Anguilla dieffenbachii,2007-03-12T00:00:00Z,-38.14232,175.999225,NA
Anguilla dieffenbachii,2005-01-18T00:00:00Z,-42.119695,172.920218,NA
Anguilla dieffenbachii,2004-09-01T00:00:00Z,-36.540185,175.472119,NA
Anguilla dieffenbachii,2004-03-31T00:00:00Z,-42.597014,173.417716,NA
Anguilla dieffenbachii,2005-10-28T00:00:00Z,-41.494474,175.515215,NA
Anguilla dieffenbachii,2001-11-13T00:00:00Z,-41.599032,173.529137,NA
Anguilla dieffenbachii,2001-05-03T00:00:00Z,-43.322791,171.927204,NA
Anguilla dieffenbachii,1998-03-11T00:00:00Z,-41.644593,171.834572,NA
Anguilla dieffenbachii,2001-01-17T00:00:00Z,-40.747339,172.331218,NA
Anguilla dieffenbachii,2000-05-24T00:00:00Z,-36.225158,175.084098,NA
Anguilla dieffenbachii,2001-03-28T00:00:00Z,-37.169699,174.892651,NA
Anguilla dieffenbachii,2000-04-14T00:00:00Z,-39.221563,174.274569,NA
Anguilla dieffenbachii,1999-05-27T00:00:00Z,-41.34461,175.279034,NA
Anguilla dieffenbachii,1999-02-23T00:00:00Z,-40.971679,173.041753,NA
Anguilla dieffenbachii,1998-11-12T00:00:00Z,-40.129516,175.648791,NA
Anguilla dieffenbachii,1998-05-02T00:00:00Z,-40.392963,175.634388,NA
Anguilla dieffenbachii,1998-01-07T00:00:00Z,-39.215244,174.275613,NA
Anguilla dieffenbachii,2003-02-06T00:00:00Z,-42.711527,171.459276,NA
Anguilla dieffenbachii,1996-04-23T00:00:00Z,-45.079347,170.796927,NA
Anguilla dieffenbachii,1996-11-05T00:00:00Z,-37.579825,178.228394,NA
Anguilla dieffenbachii,1996-03-28T00:00:00Z,-46.446337,169.656723,NA
Anguilla dieffenbachii,2002-03-16T00:00:00Z,-41.270779,174.983999,NA
Anguilla dieffenbachii,1986-11-24T00:00:00Z,-43.521836,172.450661,NA
Anguilla dieffenbachii,1995-04-27T00:00:00Z,-41.619676,173.962508,NA
Anguilla dieffenbachii,1995-05-16T00:00:00Z,-40.559983,175.61967,NA
Anguilla dieffenbachii,2001-06-20T00:00:00Z,-42.650844,171.08146,NA
Anguilla dieffenbachii,1994-02-12T00:00:00Z,-42.623791,171.566312,NA
Anguilla dieffenbachii,1993-12-06T00:00:00Z,-46.125877,167.687544,NA
Anguilla dieffenbachii,1994-12-06T00:00:00Z,-37.990186,175.922112,NA
Anguilla dieffenbachii,1991-02-25T00:00:00Z,-39.132998,174.134078,NA
Anguilla dieffenbachii,1989-12-07T00:00:00Z,-38.039824,175.550285,NA
Anguilla dieffenbachii,1989-05-12T00:00:00Z,-41.044339,174.952231,NA
Anguilla dieffenbachii,2001-02-10T00:00:00Z,-40.676845,175.550878,NA
Anguilla dieffenbachii,2001-01-16T00:00:00Z,-37.895986,178.299278,NA
Anguilla dieffenbachii,2000-06-22T00:00:00Z,-43.092679,172.781239,NA
Anguilla dieffenbachii,1987-02-12T00:00:00Z,-35.586722,173.830793,NA
Anguilla dieffenbachii,1987-01-19T00:00:00Z,-39.309268,176.248331,NA
Anguilla dieffenbachii,2001-01-17T00:00:00Z,-43.288686,172.684416,NA
Anguilla dieffenbachii,1998-02-01T00:00:00Z,-46.908048,167.843523,NA
Anguilla dieffenbachii,1986-10-15T00:00:00Z,-42.815928,170.898062,NA
Anguilla dieffenbachii,1986-02-20T00:00:00Z,-44.313841,168.143872,NA
Anguilla dieffenbachii,1992-02-17T00:00:00Z,-41.267437,172.27816,NA
Anguilla dieffenbachii,1986-05-28T00:00:00Z,-45.148009,170.290592,NA
Anguilla dieffenbachii,1984-06-13T00:00:00Z,-38.237838000000004,175.400951,NA
Anguilla dieffenbachii,1984-05-09T00:00:00Z,-43.576488,169.73305,NA
Anguilla dieffenbachii,1984-04-12T00:00:00Z,-45.853232,169.478268,NA
Anguilla dieffenbachii,1983-11-17T00:00:00Z,-43.417272,172.639292,NA
Anguilla dieffenbachii,1985-01-14T00:00:00Z,-43.026734,170.583704,NA
Anguilla dieffenbachii,2000-01-17T00:00:00Z,-38.114361,175.087515,NA
Anguilla dieffenbachii,2000-03-26T00:00:00Z,-38.865899,175.45163,NA
Anguilla dieffenbachii,2000-02-09T00:00:00Z,-40.641953,175.234944,NA
Anguilla dieffenbachii,1982-12-06T00:00:00Z,-46.224311,169.542455,NA
Anguilla dieffenbachii,1982-04-07T00:00:00Z,-45.993585,168.515891,NA
Anguilla dieffenbachii,1980-01-16T00:00:00Z,-45.564443,168.128365,NA
Anguilla dieffenbachii,1981-02-12T00:00:00Z,-40.832024,174.936524,NA
Anguilla dieffenbachii,1981-01-01T00:00:00Z,-44.157657,170.414258,NA
Anguilla dieffenbachii,1985-02-26T00:00:00Z,-46.488456,168.692038,NA
Anguilla dieffenbachii,1965-03-20T00:00:00Z,-37.918105,175.122575,NA
Anguilla dieffenbachii,1996-03-11T00:00:00Z,-36.760179,174.696702,NA
Anguilla dieffenbachii,2001-01-01T00:00:00Z,-36.997398,174.504788,NA
Anguilla dieffenbachii,1986-12-06T00:00:00Z,-45.93011,166.908286,NA
Anguilla dieffenbachii,1980-11-13T00:00:00Z,-39.064726,174.28084,NA
Anguilla dieffenbachii,1981-08-07T00:00:00Z,-37.026056,175.532935,NA
Anguilla dieffenbachii,1980-01-09T00:00:00Z,-38.134484,177.80294,NA
Anguilla dieffenbachii,2000-05-03T00:00:00Z,-36.570448,174.668582,NA
Anguilla dieffenbachii,1978-03-13T00:00:00Z,-35.72626,173.626005,NA
Anguilla dieffenbachii,1977-03-03T00:00:00Z,-41.146276,174.995755,NA
Anguilla dieffenbachii,2011-01-20T00:00:00Z,-40.48288,175.622366,NA
Anguilla dieffenbachii,2010-08-24T00:00:00Z,-37.392639,175.760074,NA
Anguilla dieffenbachii,2001-10-27T00:00:00Z,-43.818834,172.9665,NA
Anguilla dieffenbachii,2011-03-07T00:00:00Z,-40.005853,176.179952,NA
Anguilla dieffenbachii,2011-02-19T00:00:00Z,-41.580314,171.996402,NA
Anguilla dieffenbachii,2008-11-13T00:00:00Z,-35.357181,173.820313,NA
Anguilla dieffenbachii,2008-12-03T00:00:00Z,-38.008042,176.703567,NA
Anguilla dieffenbachii,2010-01-13T00:00:00Z,-37.75402,175.26731,NA
Anguilla dieffenbachii,2009-03-26T00:00:00Z,-41.154385,174.822317,NA
Anguilla dieffenbachii,2008-03-26T00:00:00Z,-37.07019,175.211702,NA
Anguilla dieffenbachii,2008-10-03T00:00:00Z,-46.107621,168.962222,NA
Anguilla dieffenbachii,2008-03-03T00:00:00Z,-40.856699,172.826063,NA
Anguilla dieffenbachii,2002-02-20T00:00:00Z,-37.878395,177.603631,NA
Anguilla dieffenbachii,2001-11-15T00:00:00Z,-41.653511,173.416715,NA
Anguilla dieffenbachii,2005-09-14T00:00:00Z,-37.755925,175.268957,NA
Anguilla dieffenbachii,2001-07-11T00:00:00Z,-40.76332,172.711191,NA
Anguilla dieffenbachii,2005-08-23T00:00:00Z,-41.113489,174.893944,NA
Anguilla dieffenbachii,2004-11-09T00:00:00Z,-37.811785,174.975039,NA
Anguilla dieffenbachii,2004-09-29T00:00:00Z,-36.873652,174.460554,NA
Anguilla dieffenbachii,2000-03-10T00:00:00Z,-36.201004,175.381447,NA
Anguilla dieffenbachii,2004-04-26T00:00:00Z,-43.332527,172.600345,NA
Anguilla dieffenbachii,1999-05-24T00:00:00Z,-41.540375,175.352969,NA
Anguilla dieffenbachii,1998-11-13T00:00:00Z,-40.178572,175.591968,NA
Anguilla dieffenbachii,2001-11-13T00:00:00Z,-41.582165,173.47264,NA
Anguilla dieffenbachii,1998-09-16T00:00:00Z,-45.99745,170.120544,NA
Anguilla dieffenbachii,1997-11-28T00:00:00Z,-39.231841,174.242338,NA
Anguilla dieffenbachii,2002-12-19T00:00:00Z,-43.496573,172.672203,NA
Anguilla dieffenbachii,1997-02-12T00:00:00Z,-46.176607,167.917692,NA
Anguilla dieffenbachii,1996-11-07T00:00:00Z,-37.653918,178.438082,NA
Anguilla dieffenbachii,1997-11-27T00:00:00Z,-38.117185,177.189781,NA
Anguilla dieffenbachii,1995-12-10T00:00:00Z,-38.948771,177.062824,NA
Anguilla dieffenbachii,1994-03-29T00:00:00Z,-38.11256,175.087464,NA
Anguilla dieffenbachii,1996-03-07T00:00:00Z,-42.872873,170.859083,NA
Anguilla dieffenbachii,1995-05-26T00:00:00Z,-41.102689,173.725189,NA
Anguilla dieffenbachii,1995-05-17T00:00:00Z,-40.57724,175.449013,NA
Anguilla dieffenbachii,1995-04-27T00:00:00Z,-41.634076,173.962723,NA
Anguilla dieffenbachii,1995-03-06T00:00:00Z,-35.291882,173.742186,NA
Anguilla dieffenbachii,1995-03-07T00:00:00Z,-37.323016,175.816772,NA
Anguilla dieffenbachii,2001-06-26T00:00:00Z,-42.949409,170.858871,NA
Anguilla dieffenbachii,1995-07-31T00:00:00Z,-43.168519,170.519035,NA
Anguilla dieffenbachii,1992-04-14T00:00:00Z,-38.463693,175.334254,NA
Anguilla dieffenbachii,1991-11-25T00:00:00Z,-39.088388,174.17841,NA
Anguilla dieffenbachii,1990-03-02T00:00:00Z,-45.344227,170.450054,NA
Anguilla dieffenbachii,1989-06-22T00:00:00Z,-43.290204,170.287254,NA
Anguilla dieffenbachii,1993-04-22T00:00:00Z,-36.941009,174.979624,NA
Anguilla dieffenbachii,1996-11-28T00:00:00Z,-42.829823,170.867923,NA
Anguilla dieffenbachii,2001-07-27T00:00:00Z,-39.174544,173.932236,NA
Anguilla dieffenbachii,2001-07-13T00:00:00Z,-39.169531,174.172887,NA
Anguilla dieffenbachii,2002-04-12T00:00:00Z,-36.895124,174.595666,NA
Anguilla dieffenbachii,1992-12-03T00:00:00Z,-42.086313,171.801021,NA
Anguilla dieffenbachii,1993-01-15T00:00:00Z,-42.177513,171.742392,NA
Anguilla dieffenbachii,1993-03-30T00:00:00Z,-38.17225,176.581855,NA
Anguilla dieffenbachii,2002-01-30T00:00:00Z,-44.737527,170.49633,NA
Anguilla dieffenbachii,1992-03-19T00:00:00Z,-44.7876,169.081534,NA
Anguilla dieffenbachii,1992-11-04T00:00:00Z,-37.602085,175.056302,NA
Anguilla dieffenbachii,2001-02-20T00:00:00Z,-40.697257,175.564675,NA
Anguilla dieffenbachii,2000-04-29T00:00:00Z,-38.980562,174.824125,NA
Anguilla dieffenbachii,2001-02-14T00:00:00Z,-46.284911,168.091311,NA
Anguilla dieffenbachii,1989-06-17T00:00:00Z,-41.030177,172.89791,NA
Anguilla dieffenbachii,2001-05-18T00:00:00Z,-38.166853,176.581591,NA
Anguilla dieffenbachii,2001-05-23T00:00:00Z,-37.885506,176.7483,NA
Anguilla dieffenbachii,1990-04-10T00:00:00Z,-42.432881,171.563426,NA
Anguilla dieffenbachii,1987-12-16T00:00:00Z,-42.145123,171.32685,NA
Anguilla dieffenbachii,2000-06-16T00:00:00Z,-36.965757,174.633252,NA
Anguilla dieffenbachii,1986-01-15T00:00:00Z,-41.348257,174.928966,NA
Anguilla dieffenbachii,1984-11-21T00:00:00Z,-45.685005,170.517387,NA
Anguilla dieffenbachii,1984-03-07T00:00:00Z,-40.370965,176.2815,NA
Anguilla dieffenbachii,1994-12-13T00:00:00Z,-45.192112,167.87659,NA
Anguilla dieffenbachii,1998-03-18T00:00:00Z,-37.986334,176.726274,NA
Anguilla dieffenbachii,1983-02-06T00:00:00Z,-39.075397,177.128045,NA
Anguilla dieffenbachii,1999-03-12T00:00:00Z,-37.828425,178.277232,NA
Anguilla dieffenbachii,1999-02-04T00:00:00Z,-38.890598,175.349875,NA
Anguilla dieffenbachii,1997-02-11T00:00:00Z,-36.709318,175.546302,NA
Anguilla dieffenbachii,1979-12-06T00:00:00Z,-42.892128,171.133944,NA
Anguilla dieffenbachii,1986-11-04T00:00:00Z,-39.348248,176.043504,NA
Anguilla dieffenbachii,1995-11-29T00:00:00Z,-38.253791,176.819292,NA
Anguilla dieffenbachii,1992-04-24T00:00:00Z,-39.455238,173.867649,NA
Anguilla dieffenbachii,1985-01-18T00:00:00Z,-45.661353,168.117585,NA
Anguilla dieffenbachii,1994-02-08T00:00:00Z,-39.389371,176.836485,NA
Anguilla dieffenbachii,1984-03-13T00:00:00Z,-39.2828,176.787658,NA
Anguilla dieffenbachii,1980-04-24T00:00:00Z,-39.047904,174.255102,NA
Anguilla dieffenbachii,1979-08-03T00:00:00Z,-39.193788,174.092279,NA
Anguilla dieffenbachii,1980-08-28T00:00:00Z,-44.931175,171.07359400000001,NA
Anguilla dieffenbachii,1976-11-19T00:00:00Z,-41.449279,175.222805,NA
Anguilla dieffenbachii,1964-12-21T00:00:00Z,-40.637382,175.32941,NA
Anguilla dieffenbachii,1966-03-16T00:00:00Z,-42.727623,171.451549,NA
Anguilla dieffenbachii,2012-02-25T00:00:00Z,-37.376827,175.881892,NA
Anguilla dieffenbachii,2012-02-13T00:00:00Z,-37.7797,175.472515,NA
