species,event_date,lat,lon,coordinate_uncertainty_in_meters
Anguilla dieffenbachii,2017-11-29T00:00:00Z,-41.356315,173.95251,NA
Anguilla dieffenbachii,1998-11-15T00:00:00Z,-42.303197,173.69009,NA
Anguilla dieffenbachii,2016-04-16T00:00:00Z,-44.249877,171.273191,NA
Anguilla dieffenbachii,1998-11-18T00:00:00Z,-42.366843,173.684834,NA
Anguilla dieffenbachii,2011-02-16T00:00:00Z,-38.619192,175.396844,NA
Anguilla dieffenbachii,2020-01-22T00:00:00Z,-45.962661,169.836831,NA
Anguilla dieffenbachii,2020-01-21T00:00:00Z,-45.966367,169.829915,NA
Anguilla dieffenbachii,2020-08-27T00:00:00Z,-35.734567,174.376874,NA
Anguilla dieffenbachii,2020-03-18T00:00:00Z,-41.103163,173.72599,NA
Anguilla dieffenbachii,2020-03-08T00:00:00Z,-41.835863,171.677128,NA
Anguilla dieffenbachii,2019-12-01T00:00:00Z,-35.156031,173.39589899999999,NA
Anguilla dieffenbachii,2019-11-06T00:00:00Z,-45.159556,167.893804,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.677231,167.637133,NA
Anguilla dieffenbachii,2019-01-23T00:00:00Z,-46.340139,169.748797,NA
Anguilla dieffenbachii,2017-05-22T00:00:00Z,-41.265858,174.758109,NA
Anguilla dieffenbachii,2019-01-22T00:00:00Z,-45.538211,168.178616,NA
Anguilla dieffenbachii,2019-01-10T00:00:00Z,-45.091812,170.069766,NA
Anguilla dieffenbachii,2018-01-31T00:00:00Z,-40.75837,172.70767,NA
Anguilla dieffenbachii,2018-01-31T00:00:00Z,-40.75755,172.703801,NA
Anguilla dieffenbachii,2018-11-01T00:00:00Z,-46.414804,169.723533,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.368145,169.699565,NA
Anguilla dieffenbachii,2016-01-28T00:00:00Z,-45.968877,169.805892,NA
Anguilla dieffenbachii,2020-12-17T00:00:00Z,-42.74807,171.045492,NA
Anguilla dieffenbachii,2020-12-15T00:00:00Z,-42.669733,171.092407,NA
Anguilla dieffenbachii,2020-10-13T00:00:00Z,-45.971302,169.801316,NA
Anguilla dieffenbachii,2020-09-28T00:00:00Z,-35.756786,174.379359,NA
Anguilla dieffenbachii,2020-03-19T00:00:00Z,-43.53203,172.63363,NA
Anguilla dieffenbachii,2019-05-01T00:00:00Z,-46.280876,169.691291,NA
Anguilla dieffenbachii,2008-02-11T00:00:00Z,-45.775473,167.61709,NA
Anguilla dieffenbachii,2019-04-12T00:00:00Z,-45.538531,167.833722,NA
Anguilla dieffenbachii,2017-01-17T00:00:00Z,-41.354886,173.210017,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304697,169.694807,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.305988,169.691992,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.354784,169.715622,NA
Anguilla dieffenbachii,2018-06-20T00:00:00Z,-37.296474,174.91734400000001,NA
Anguilla dieffenbachii,2018-06-28T00:00:00Z,-37.366803,174.884892,NA
Anguilla dieffenbachii,2018-05-11T00:00:00Z,-45.93339,168.954679,NA
Anguilla dieffenbachii,2020-12-16T00:00:00Z,-42.763051,171.071241,NA
Anguilla dieffenbachii,2020-10-13T00:00:00Z,-45.985374,169.81206,NA
Anguilla dieffenbachii,2020-10-13T00:00:00Z,-45.981533,169.80881,NA
Anguilla dieffenbachii,2011-05-24T00:00:00Z,-40.642192,176.295472,NA
Anguilla dieffenbachii,2020-10-24T00:00:00Z,-34.992573,173.946144,NA
Anguilla dieffenbachii,2020-07-26T00:00:00Z,-35.72977,174.385034,NA
Anguilla dieffenbachii,2011-05-31T00:00:00Z,-46.069486,170.129459,NA
Anguilla dieffenbachii,2005-01-27T00:00:00Z,-44.69091,170.431019,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.663228,167.654235,NA
Anguilla dieffenbachii,2019-01-22T00:00:00Z,-46.361198,169.704281,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349266,169.724231,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.355855,169.7156,NA
Anguilla dieffenbachii,2018-06-20T00:00:00Z,-37.320908,174.824823,NA
Anguilla dieffenbachii,2020-11-04T00:00:00Z,-34.44151,172.720243,NA
Anguilla dieffenbachii,2020-05-22T00:00:00Z,-35.748013,174.389574,NA
Anguilla dieffenbachii,2020-03-03T00:00:00Z,-41.346517,174.063194,NA
Anguilla dieffenbachii,2005-01-28T00:00:00Z,-44.695814,170.437447,NA
Anguilla dieffenbachii,2020-01-28T00:00:00Z,-40.634918,172.664044,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.674411,167.636985,NA
Anguilla dieffenbachii,2018-10-23T00:00:00Z,-37.542877,175.112805,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.30475,169.694778,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349017,169.724011,NA
Anguilla dieffenbachii,2018-05-10T00:00:00Z,-45.563796,168.129186,NA
Anguilla dieffenbachii,2017-05-09T00:00:00Z,-39.334745,174.202988,NA
Anguilla dieffenbachii,2021-04-23T00:00:00Z,-45.651026,169.3251,NA
Anguilla dieffenbachii,2020-12-18T00:00:00Z,-42.902323,170.82008,NA
Anguilla dieffenbachii,2020-10-13T00:00:00Z,-45.983853,169.810374,NA
Anguilla dieffenbachii,2020-10-02T00:00:00Z,-35.996583,174.481155,NA
Anguilla dieffenbachii,2020-09-26T00:00:00Z,-35.740835,174.363138,NA
Anguilla dieffenbachii,2020-02-15T00:00:00Z,-40.863215,172.981332,NA
Anguilla dieffenbachii,2020-02-12T00:00:00Z,-40.957131,173.040224,NA
Anguilla dieffenbachii,2005-01-30T00:00:00Z,-44.700317,170.440749,NA
Anguilla dieffenbachii,2020-03-20T00:00:00Z,-43.534392,172.631834,NA
Anguilla dieffenbachii,2019-11-06T00:00:00Z,-45.408491,167.738917,NA
Anguilla dieffenbachii,2019-03-12T00:00:00Z,-45.750901,169.093231,NA
Anguilla dieffenbachii,2019-01-24T00:00:00Z,-46.172102,169.831522,NA
Anguilla dieffenbachii,2019-01-23T00:00:00Z,-46.340846,169.736383,NA
Anguilla dieffenbachii,2008-02-12T00:00:00Z,-45.541857,167.888685,NA
Anguilla dieffenbachii,2019-01-22T00:00:00Z,-45.533287,168.182927,NA
Anguilla dieffenbachii,2015-02-28T00:00:00Z,-40.828152,172.495486,NA
Anguilla dieffenbachii,2018-11-01T00:00:00Z,-46.402349,169.77468,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349135,169.723705,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.30612,169.691881,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306362,169.691516,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.355758,169.715345,NA
Anguilla dieffenbachii,2016-01-20T00:00:00Z,-46.018679,169.704137,NA
Anguilla dieffenbachii,2018-10-08T00:00:00Z,-36.251228,174.040351,NA
Anguilla dieffenbachii,2012-12-06T00:00:00Z,-45.762411,170.590478,NA
Anguilla dieffenbachii,2014-03-24T00:00:00Z,-35.459343,174.401324,NA
Anguilla dieffenbachii,2021-04-23T00:00:00Z,-45.652997,169.330819,NA
Anguilla dieffenbachii,2021-01-26T00:00:00Z,-45.079942,169.575795,NA
Anguilla dieffenbachii,2020-10-13T00:00:00Z,-45.983826,169.810711,NA
Anguilla dieffenbachii,2020-09-26T00:00:00Z,-35.168455,173.861105,NA
Anguilla dieffenbachii,2020-03-16T00:00:00Z,-41.128696,173.762085,NA
Anguilla dieffenbachii,2020-04-26T00:00:00Z,-35.728488,174.387152,NA
Anguilla dieffenbachii,2017-06-07T00:00:00Z,-39.4516,174.410373,NA
Anguilla dieffenbachii,2019-02-08T00:00:00Z,-45.109198,170.566666,NA
Anguilla dieffenbachii,2019-04-26T00:00:00Z,-45.85796,170.518731,NA
Anguilla dieffenbachii,2019-01-23T00:00:00Z,-45.635096,168.345336,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304781,169.694595,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349107,169.723668,NA
Anguilla dieffenbachii,2012-02-07T00:00:00Z,-40.167269,176.062153,NA
Anguilla dieffenbachii,2020-09-19T00:00:00Z,-35.752197,174.384805,NA
Anguilla dieffenbachii,2017-12-12T00:00:00Z,-46.57757,169.424585,NA
Anguilla dieffenbachii,2020-03-16T00:00:00Z,-41.123336,173.759546,NA
Anguilla dieffenbachii,2020-03-03T00:00:00Z,-41.341116,174.059044,NA
Anguilla dieffenbachii,2011-05-31T00:00:00Z,-46.062216,170.127323,NA
Anguilla dieffenbachii,2020-03-10T00:00:00Z,-38.672407,174.81664,NA
Anguilla dieffenbachii,2019-11-07T00:00:00Z,-45.465762,167.702854,NA
Anguilla dieffenbachii,2019-09-23T00:00:00Z,-35.731661,174.389118,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.671214,167.641979,NA
Anguilla dieffenbachii,2008-02-14T00:00:00Z,-45.607412,167.701853,NA
Anguilla dieffenbachii,2018-03-02T00:00:00Z,-45.750227,169.350603,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304821,169.694436,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349104,169.723564,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.352846,169.7162,NA
Anguilla dieffenbachii,2017-04-27T00:00:00Z,-39.30583,174.605268,NA
Anguilla dieffenbachii,2020-01-22T00:00:00Z,-45.961942,169.833152,NA
Anguilla dieffenbachii,2020-06-17T00:00:00Z,-43.720582,172.57061,NA
Anguilla dieffenbachii,2020-06-17T00:00:00Z,-43.698479,172.542643,NA
Anguilla dieffenbachii,2020-01-16T00:00:00Z,-45.099297,169.582548,NA
Anguilla dieffenbachii,2018-11-06T00:00:00Z,-45.107827,170.744346,NA
Anguilla dieffenbachii,2019-02-28T00:00:00Z,-45.845206,170.247912,NA
Anguilla dieffenbachii,2018-10-26T00:00:00Z,-45.918245,169.681378,NA
Anguilla dieffenbachii,2018-05-17T00:00:00Z,-46.078562,170.129968,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349267,169.724257,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306005,169.691965,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306153,169.691801,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.368344,169.699255,NA
Anguilla dieffenbachii,2016-01-28T00:00:00Z,-45.955729,169.83042,NA
Anguilla dieffenbachii,2018-10-06T00:00:00Z,-35.490992,174.331936,NA
Anguilla dieffenbachii,2012-12-06T00:00:00Z,-45.755305,170.587093,NA
Anguilla dieffenbachii,2017-05-08T00:00:00Z,-39.317539,174.202922,NA
Anguilla dieffenbachii,2000-12-31T00:00:00Z,-46.709452,167.941658,NA
Anguilla dieffenbachii,2021-04-03T00:00:00Z,-35.725877,174.414665,NA
Anguilla dieffenbachii,2021-01-25T00:00:00Z,-45.085769,169.569632,NA
Anguilla dieffenbachii,2021-01-27T00:00:00Z,-45.041714,169.611783,NA
Anguilla dieffenbachii,2020-12-15T00:00:00Z,-42.884772,171.004306,NA
Anguilla dieffenbachii,2020-01-21T00:00:00Z,-45.971934,169.816492,NA
Anguilla dieffenbachii,2020-03-07T00:00:00Z,-41.835452,171.683542,NA
Anguilla dieffenbachii,2019-01-24T00:00:00Z,-46.174971,169.829356,NA
Anguilla dieffenbachii,2019-01-22T00:00:00Z,-46.355569,169.715356,NA
Anguilla dieffenbachii,2019-02-12T00:00:00Z,-45.055183,170.758848,NA
Anguilla dieffenbachii,2008-02-12T00:00:00Z,-45.534132,167.753676,NA
Anguilla dieffenbachii,2008-02-14T00:00:00Z,-45.93443,167.705369,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304813,169.694463,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306295,169.691715,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.352506,169.716259,NA
Anguilla dieffenbachii,2016-01-19T00:00:00Z,-45.993598,169.733714,NA
Anguilla dieffenbachii,2001-03-01T00:00:00Z,-46.711136,167.834054,NA
Anguilla dieffenbachii,2021-01-26T00:00:00Z,-45.079698,169.575784,NA
Anguilla dieffenbachii,2020-10-13T00:00:00Z,-45.981446,169.808918,NA
Anguilla dieffenbachii,2020-06-17T00:00:00Z,-43.704371,172.551023,NA
Anguilla dieffenbachii,2020-06-17T00:00:00Z,-43.697202,172.540655,NA
Anguilla dieffenbachii,2017-12-12T00:00:00Z,-46.572896,169.420295,NA
Anguilla dieffenbachii,2020-03-13T00:00:00Z,-40.762605,172.319184,NA
Anguilla dieffenbachii,2020-04-26T00:00:00Z,-35.728488,174.387152,NA
Anguilla dieffenbachii,2020-03-19T00:00:00Z,-43.525934,172.644354,NA
Anguilla dieffenbachii,2020-03-20T00:00:00Z,-43.52133,172.625865,NA
Anguilla dieffenbachii,2019-01-22T00:00:00Z,-46.361766,169.70365,NA
Anguilla dieffenbachii,2019-01-24T00:00:00Z,-45.663707,168.100203,NA
Anguilla dieffenbachii,2019-01-22T00:00:00Z,-45.568337,168.156433,NA
Anguilla dieffenbachii,2017-03-23T00:00:00Z,-41.250489,173.067514,NA
Anguilla dieffenbachii,2018-10-28T00:00:00Z,-46.580578,169.420963,NA
Anguilla dieffenbachii,2018-04-05T00:00:00Z,-45.612185,170.549801,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306039,169.691911,NA
Anguilla dieffenbachii,2016-01-27T00:00:00Z,-45.906553,169.862718,NA
Anguilla dieffenbachii,2017-04-27T00:00:00Z,-39.273436,174.577467,NA
Anguilla dieffenbachii,2017-05-07T00:00:00Z,-39.307729,174.430616,NA
Anguilla dieffenbachii,2017-12-12T00:00:00Z,-41.43766,172.752793,NA
Anguilla dieffenbachii,2021-03-05T00:00:00Z,-41.72059,173.164105,NA
Anguilla dieffenbachii,1998-11-18T00:00:00Z,-42.351471,173.696202,NA
Anguilla dieffenbachii,2017-11-29T00:00:00Z,-41.386778,174.017414,NA
Anguilla dieffenbachii,2020-02-11T00:00:00Z,-45.095184,170.758287,NA
Anguilla dieffenbachii,2000-03-13T00:00:00Z,-41.46511,173.802214,NA
Anguilla dieffenbachii,2017-12-12T00:00:00Z,-41.36985,172.708259,NA
Anguilla dieffenbachii,2000-03-29T00:00:00Z,-41.455738,173.852374,NA
Anguilla dieffenbachii,2005-11-24T00:00:00Z,-41.386876,173.849807,NA
Anguilla dieffenbachii,2021-05-13T00:00:00Z,-41.68389,171.791881,NA
Anguilla dieffenbachii,2021-01-27T00:00:00Z,-45.049154,169.60594,NA
Anguilla dieffenbachii,2020-12-15T00:00:00Z,-42.675195,171.124086,NA
Anguilla dieffenbachii,2020-01-21T00:00:00Z,-45.971143,169.816561,NA
Anguilla dieffenbachii,1998-12-15T00:00:00Z,-46.376725,169.36805,NA
Anguilla dieffenbachii,2020-07-07T00:00:00Z,-37.60816,175.147893,NA
Anguilla dieffenbachii,2020-03-07T00:00:00Z,-41.788606,171.987845,NA
Anguilla dieffenbachii,2020-03-02T00:00:00Z,-41.344109,173.647535,NA
Anguilla dieffenbachii,2020-03-20T00:00:00Z,-43.534511,172.629805,NA
Anguilla dieffenbachii,2020-03-23T00:00:00Z,-43.524426,172.612227,NA
Anguilla dieffenbachii,2008-02-15T00:00:00Z,-45.408925,167.738941,NA
Anguilla dieffenbachii,2008-02-11T00:00:00Z,-45.780296,167.592059,NA
Anguilla dieffenbachii,2019-04-09T00:00:00Z,-45.159721,168.34037,NA
Anguilla dieffenbachii,2015-02-28T00:00:00Z,-40.698924,172.634692,NA
Anguilla dieffenbachii,2018-01-31T00:00:00Z,-40.827007,172.907723,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304925,169.694288,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349129,169.723485,NA
Anguilla dieffenbachii,2021-01-25T00:00:00Z,-45.098199,169.584113,NA
Anguilla dieffenbachii,2020-12-15T00:00:00Z,-42.675284,171.11969,NA
Anguilla dieffenbachii,2011-04-15T00:00:00Z,-40.621256,175.248032,NA
Anguilla dieffenbachii,2020-10-02T00:00:00Z,-36.032546,174.509775,NA
Anguilla dieffenbachii,2020-06-06T00:00:00Z,-35.748011,174.390425,NA
Anguilla dieffenbachii,2020-03-19T00:00:00Z,-41.114238,173.66487,NA
Anguilla dieffenbachii,2020-03-03T00:00:00Z,-41.339738,174.057003,NA
Anguilla dieffenbachii,2019-05-10T00:00:00Z,-46.235956,169.198094,NA
Anguilla dieffenbachii,2019-11-07T00:00:00Z,-45.525522,167.755488,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.667859,167.645894,NA
Anguilla dieffenbachii,2008-02-12T00:00:00Z,-45.349879,168.126955,NA
Anguilla dieffenbachii,2008-02-14T00:00:00Z,-46.03131,167.707936,NA
Anguilla dieffenbachii,2018-11-01T00:00:00Z,-46.403971,169.770373,NA
Anguilla dieffenbachii,2018-03-02T00:00:00Z,-45.787449,169.293797,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304587,169.693774,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349106,169.723304,NA
Anguilla dieffenbachii,2017-05-05T00:00:00Z,-39.3088,174.259718,NA
Anguilla dieffenbachii,2021-01-27T00:00:00Z,-45.047568,169.609297,NA
Anguilla dieffenbachii,2020-12-17T00:00:00Z,-42.90709,170.809034,NA
Anguilla dieffenbachii,1998-12-15T00:00:00Z,-46.363788,169.357175,NA
Anguilla dieffenbachii,2020-03-17T00:00:00Z,-41.124767,173.737458,NA
Anguilla dieffenbachii,2020-03-09T00:00:00Z,-41.570345,172.005353,NA
Anguilla dieffenbachii,2019-05-04T00:00:00Z,-35.717435,174.335358,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.667055,167.644876,NA
Anguilla dieffenbachii,2019-01-23T00:00:00Z,-46.344516,169.730962,NA
Anguilla dieffenbachii,2019-02-12T00:00:00Z,-45.16179,170.838741,NA
Anguilla dieffenbachii,2008-02-11T00:00:00Z,-45.535137,167.755753,NA
Anguilla dieffenbachii,2008-02-14T00:00:00Z,-45.789259,167.647887,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304521,169.693986,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349072,169.723059,NA
Anguilla dieffenbachii,2016-01-22T00:00:00Z,-45.788334,169.586194,NA
Anguilla dieffenbachii,2021-01-26T00:00:00Z,-45.032483,169.605025,NA
Anguilla dieffenbachii,2020-01-21T00:00:00Z,-45.971201,169.816377,NA
Anguilla dieffenbachii,2020-03-19T00:00:00Z,-41.114002,173.650923,NA
Anguilla dieffenbachii,2020-03-05T00:00:00Z,-42.245128,173.83111,NA
Anguilla dieffenbachii,2020-03-19T00:00:00Z,-43.528883,172.634713,NA
Anguilla dieffenbachii,2019-11-07T00:00:00Z,-45.522649,167.773015,NA
Anguilla dieffenbachii,2008-02-11T00:00:00Z,-45.784767,167.593583,NA
Anguilla dieffenbachii,2015-02-28T00:00:00Z,-40.699303,172.63495,NA
Anguilla dieffenbachii,2018-11-02T00:00:00Z,-46.414151,169.744591,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304541,169.695037,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304943,169.694274,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349098,169.723357,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306409,169.691617,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.352906,169.71608,NA
Anguilla dieffenbachii,2016-04-12T00:00:00Z,-45.772935,169.251455,NA
Anguilla dieffenbachii,2016-01-13T00:00:00Z,-46.053204,169.672838,NA
Anguilla dieffenbachii,2018-05-09T00:00:00Z,-45.944158,168.109407,NA
Anguilla dieffenbachii,2017-05-09T00:00:00Z,-39.334582,174.232637,NA
Anguilla dieffenbachii,2011-02-15T00:00:00Z,-38.59629,175.347216,NA
Anguilla dieffenbachii,2020-12-18T00:00:00Z,-42.902389,170.816477,NA
Anguilla dieffenbachii,2020-08-29T00:00:00Z,-35.532197,173.440136,NA
Anguilla dieffenbachii,2020-06-17T00:00:00Z,-43.704041,172.551807,NA
Anguilla dieffenbachii,2020-06-17T00:00:00Z,-43.701332,172.547361,NA
Anguilla dieffenbachii,2020-03-12T00:00:00Z,-40.843001,172.935318,NA
Anguilla dieffenbachii,2019-11-06T00:00:00Z,-45.414537,167.757364,NA
Anguilla dieffenbachii,2019-05-01T00:00:00Z,-46.250066,169.676266,NA
Anguilla dieffenbachii,2019-05-01T00:00:00Z,-46.328695,169.637311,NA
Anguilla dieffenbachii,2018-11-01T00:00:00Z,-46.404137,169.76918,NA
Anguilla dieffenbachii,2018-10-26T00:00:00Z,-45.918104,169.679876,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304542,169.695063,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306286,169.691702,NA
Anguilla dieffenbachii,2020-10-13T00:00:00Z,-45.981741,169.80783,NA
Anguilla dieffenbachii,2020-01-21T00:00:00Z,-45.971469,169.815614,NA
Anguilla dieffenbachii,2009-06-09T00:00:00Z,-39.51281,175.050697,NA
Anguilla dieffenbachii,2018-02-07T00:00:00Z,-46.571099,169.349421,NA
Anguilla dieffenbachii,2020-03-14T00:00:00Z,-40.703054,172.553943,NA
Anguilla dieffenbachii,2020-03-20T00:00:00Z,-43.528732,172.621193,NA
Anguilla dieffenbachii,2020-03-15T00:00:00Z,-38.672589,174.816024,NA
Anguilla dieffenbachii,2019-05-08T00:00:00Z,-37.933281,175.220192,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.665304,167.649553,NA
Anguilla dieffenbachii,2008-02-12T00:00:00Z,-45.479144,168.0488,NA
Anguilla dieffenbachii,2008-02-12T00:00:00Z,-45.535137,167.755753,NA
Anguilla dieffenbachii,2018-11-15T00:00:00Z,-45.562267,170.110731,NA
Anguilla dieffenbachii,2018-10-25T00:00:00Z,-45.91364,169.688672,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306343,169.691504,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.354905,169.715433,NA
Anguilla dieffenbachii,2020-12-15T00:00:00Z,-42.9529,171.023051,NA
Anguilla dieffenbachii,2020-09-22T00:00:00Z,-35.751005,174.386318,NA
Anguilla dieffenbachii,2020-03-20T00:00:00Z,-40.804854,172.532918,NA
Anguilla dieffenbachii,2020-02-13T00:00:00Z,-40.946739,173.041583,NA
Anguilla dieffenbachii,2020-02-11T00:00:00Z,-40.986563,173.023689,NA
Anguilla dieffenbachii,2019-01-23T00:00:00Z,-46.342996,169.731997,NA
Anguilla dieffenbachii,2017-03-23T00:00:00Z,-41.251991,173.070259,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306427,169.691616,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.352601,169.716123,NA
Anguilla dieffenbachii,2012-12-05T00:00:00Z,-45.758971,170.589013,NA
Anguilla dieffenbachii,2020-02-19T00:00:00Z,-40.847303,172.446299,NA
Anguilla dieffenbachii,2019-04-29T00:00:00Z,-37.284391,174.840565,NA
Anguilla dieffenbachii,2019-01-23T00:00:00Z,-46.342285,169.754266,NA
Anguilla dieffenbachii,2008-02-14T00:00:00Z,-46.166191,167.682706,NA
Anguilla dieffenbachii,2015-02-25T00:00:00Z,-40.836763,172.962522,NA
Anguilla dieffenbachii,2018-01-31T00:00:00Z,-40.832931,172.905581,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.348999,169.723024,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.306526,169.691611,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.355138,169.715407,NA
Anguilla dieffenbachii,2016-04-21T00:00:00Z,-45.775938,169.252431,NA
Anguilla dieffenbachii,2016-02-04T00:00:00Z,-45.721014,169.54018,NA
Anguilla dieffenbachii,2018-05-11T00:00:00Z,-45.934768,169.03739,NA
Anguilla dieffenbachii,2017-05-09T00:00:00Z,-39.330531,174.204455,NA
Anguilla dieffenbachii,2009-12-17T00:00:00Z,-39.485324,174.172376,NA
Anguilla dieffenbachii,2021-01-25T00:00:00Z,-45.072163,169.591897,NA
Anguilla dieffenbachii,2021-01-29T00:00:00Z,-42.674769,171.119023,NA
Anguilla dieffenbachii,2020-02-14T00:00:00Z,-41.334624,173.056877,NA
Anguilla dieffenbachii,2019-11-06T00:00:00Z,-45.41442,167.757183,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.672874,167.642184,NA
Anguilla dieffenbachii,2019-01-24T00:00:00Z,-46.176667,169.826438,NA
Anguilla dieffenbachii,2019-01-23T00:00:00Z,-46.341022,169.735567,NA
Anguilla dieffenbachii,2019-01-22T00:00:00Z,-46.355501,169.715178,NA
Anguilla dieffenbachii,2008-02-12T00:00:00Z,-45.534132,167.753676,NA
Anguilla dieffenbachii,2008-02-14T00:00:00Z,-45.619116,167.69016,NA
Anguilla dieffenbachii,2019-01-10T00:00:00Z,-45.13629,170.086949,NA
Anguilla dieffenbachii,2015-02-25T00:00:00Z,-40.780477,172.738634,NA
Anguilla dieffenbachii,2017-02-20T00:00:00Z,-41.356056,173.210152,NA
Anguilla dieffenbachii,2016-12-20T00:00:00Z,-41.250489,173.067514,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304934,169.694274,NA
Anguilla dieffenbachii,2018-02-13T00:00:00Z,-46.3064,169.691618,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.352828,169.716201,NA
Anguilla dieffenbachii,2017-05-05T00:00:00Z,-39.309395,174.310432,NA
Anguilla dieffenbachii,1989-12-11T00:00:00Z,-46.976621,167.866174,NA
Anguilla dieffenbachii,2020-10-13T00:00:00Z,-45.970784,169.801138,NA
Anguilla dieffenbachii,2020-05-06T00:00:00Z,-35.729898,174.384848,NA
Anguilla dieffenbachii,2020-03-04T00:00:00Z,-41.321397,173.854947,NA
Anguilla dieffenbachii,2007-12-01T00:00:00Z,-45.662874,167.651439,NA
Anguilla dieffenbachii,2019-03-13T00:00:00Z,-45.734498,169.119154,NA
Anguilla dieffenbachii,2019-03-12T00:00:00Z,-45.753325,169.09353,NA
Anguilla dieffenbachii,2019-01-22T00:00:00Z,-46.365337,169.703537,NA
Anguilla dieffenbachii,2008-02-14T00:00:00Z,-45.408927,167.738979,NA
Anguilla dieffenbachii,2015-02-25T00:00:00Z,-40.775346,172.739329,NA
Anguilla dieffenbachii,2018-10-27T00:00:00Z,-46.03623,169.8366,NA
Anguilla dieffenbachii,2018-10-25T00:00:00Z,-45.914547,169.677603,NA
Anguilla dieffenbachii,2018-02-15T00:00:00Z,-46.304589,169.694814,NA
Anguilla dieffenbachii,2018-02-14T00:00:00Z,-46.349304,169.724294,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.368151,169.69976,NA
Anguilla dieffenbachii,2018-02-12T00:00:00Z,-46.355283,169.715437,NA
Anguilla dieffenbachii,2016-04-21T00:00:00Z,-45.775899,169.252614,NA
Anguilla dieffenbachii,2016-01-04T00:00:00Z,-45.660343,169.489879,NA
Anguilla dieffenbachii,1989-08-20T00:00:00Z,-46.986736,167.787535,NA
Anguilla dieffenbachii,2021-11-12T11:53:38Z,-40.951621,176.139348,27877
Anguilla dieffenbachii,2014-05-03T23:55:00Z,-36.959165,174.573688,28476
