gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
3901949114																										fd8d6ba2-8362-4260-8043-78c321310103										CC_BY_4_0			1997-06-27T00:00:00Z															PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	fd8d6ba2-8362-4260-8043-78c321310103	C223		Shenton, C.E.					MALE								PRESENT							4567-11												1911-09-21T00:00:00				1911	9	21		Freshwater										OCEANIA				AU	Western Australia												-32.8	115.7	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:40:55.900Z								CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:40:55.900Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.128_1	Waroona			CR	
3901948050																										9819c744-fdb8-43aa-b588-2eed83acaf73										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN			{theatened_status: Critically Endangered, tribe:  }	9819c744-fdb8-43aa-b588-2eed83acaf73	C50437		Baillee, E.		4											PRESENT																			1965-09-01T00:00:00				1965	9			Freshwater										OCEANIA				AU	Northern Territory												-14.75	135.3833																																																	https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:34.221Z								CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:34.221Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.6_1	Northern Territory	AUS.6.12_1	Roper Gulf			CR	
3901946920																										2779260a-08a3-4f31-b45d-0ff2541a552c										CC_BY_4_0			1997-06-26T00:00:00Z															PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	2779260a-08a3-4f31-b45d-0ff2541a552c	C214		Shenton, C.E.													PRESENT							4556-11												1911-09-12T00:00:00				1911	9	12		Freshwater										OCEANIA				AU	Western Australia												-32.8	115.7	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:40:11.042Z								CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:40:11.042Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.128_1	Waroona			CR	
3901943468																										cb324bdb-6948-498d-90c7-2d0920128959										CC_BY_4_0			1997-06-25T00:00:00Z															PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	cb324bdb-6948-498d-90c7-2d0920128959	C571		Johnston, H.		2											PRESENT							9486-18												1918-08-08T00:00:00				1918	8	8		Freshwater										OCEANIA				AU	Western Australia												-34.0	117.6	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:41.585Z								CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:41.585Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.14_1	Broomehill-Tambellup			CR	
3901943400																										ca186e98-df96-4b23-bc7e-112ad6f95852										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	ca186e98-df96-4b23-bc7e-112ad6f95852	C50354															PRESENT																			1969-02-22T00:00:00				1969	2	22		Freshwater										OCEANIA				AU	Western Australia												-33.9	115.1	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:41.494Z								CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:41.494Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.4_1	Augusta-Margaret River			CR	
3901942467																										a1706dcf-a90b-4eb8-baf0-1f896722b3b1										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	a1706dcf-a90b-4eb8-baf0-1f896722b3b1	C6488		Clark, E.		1											PRESENT							25-50												1950-03-01T00:00:00				1950	3			Freshwater										OCEANIA				AU	Western Australia												-32.0	115.9	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:35.984Z								CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:35.984Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.122_1	Victoria Park			CR	
3901942285																										98d97134-5397-4f87-aafb-e94ef870e7cb										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	98d97134-5397-4f87-aafb-e94ef870e7cb	C5340		Gregory, J.		1											PRESENT							164-37												1937-05-31T00:00:00				1937	5	31		Freshwater										OCEANIA				AU	Western Australia												-34.4	116.0	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:30.763Z								CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:30.763Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.74_1	Manjimup			CR	
3901940826																										25346fe1-c4b3-4a7e-9bd4-5e25cb385670										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	25346fe1-c4b3-4a7e-9bd4-5e25cb385670	C3366		Brierley, M.G.		1											PRESENT							15214-29												1929-03-01T00:00:00				1929	3			Freshwater										OCEANIA				AU	Western Australia												-35.0	116.8	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:40:08.209Z								CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:40:08.209Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.74_1	Manjimup			CR	
3901940740																										24007f68-3731-4bf6-a7a1-7dacacda91e7										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	24007f68-3731-4bf6-a7a1-7dacacda91e7	C5445		Muir, D.		1											PRESENT							327-37												1937-12-09T00:00:00				1937	12	9		Freshwater										OCEANIA				AU	Western Australia												-34.0	117.1	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:10.011Z								CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:10.011Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.65_1	Kojonup			CR	
3901939679																										fba36fc7-d00c-49c4-8174-0b33ea4f9b78										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN			{theatened_status: Critically Endangered, tribe:  }	fba36fc7-d00c-49c4-8174-0b33ea4f9b78	C6004		Mitchell, J.		1											PRESENT							19-43												1943-03-30T00:00:00				1943	3	30		Freshwater																																																																													https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:40:54.548Z								COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		false	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:40:54.548Z	2023-01-08T06:32:12.837Z											CR	
3901938986																										879a6d2a-4850-4895-8068-f3cb60fa9b5c										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	879a6d2a-4850-4895-8068-f3cb60fa9b5c	C5452		Smith-Gander, R.D.		1											PRESENT							48-38												1938-01-24T00:00:00				1938	1	24		Freshwater										OCEANIA				AU	Western Australia												-34.4	116.0	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:28.182Z								CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:28.182Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.74_1	Manjimup			CR	
3901938726																										836615a0-3c2e-4fbc-a543-fc959bf2857d										CC_BY_4_0			1997-06-27T00:00:00Z															PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	836615a0-3c2e-4fbc-a543-fc959bf2857d	C224		Shenton, C.E.		1			FEMALE								PRESENT							4568-11												1911-09-21T00:00:00				1911	9	21		Freshwater										OCEANIA				AU	Western Australia												-32.8	115.7	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:29.797Z								CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:29.797Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.128_1	Waroona			CR	
3901938096																										ee8fadfa-2007-4e91-aecd-151208cb573e										CC_BY_4_0			1997-06-26T00:00:00Z															PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	ee8fadfa-2007-4e91-aecd-151208cb573e	C199		Shenton, C.E.													PRESENT							4541-11												1911-09-12T00:00:00				1911	9	12		Freshwater										OCEANIA				AU	Western Australia												-32.8	115.7	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:40:53.176Z								CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:40:53.176Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.128_1	Waroona			CR	
3901937054																										1abe554f-b343-43b0-9784-90a1631cc022										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	1abe554f-b343-43b0-9784-90a1631cc022	C5444		Muir, D.		1											PRESENT							326-37												1937-12-09T00:00:00				1937	12	9		Freshwater										OCEANIA				AU	Western Australia												-34.0	117.1	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:04.191Z								CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:04.191Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.65_1	Kojonup			CR	
3901936750																										15deb12f-b80c-43e3-979f-bc95a5212565										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	15deb12f-b80c-43e3-979f-bc95a5212565	C50405				1											PRESENT																			1961-11-01T00:00:00				1961	11	1		Freshwater										OCEANIA				AU	Western Australia												-33.4	115.7	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:40:03.378Z								CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:40:03.378Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.16_1	Bunbury			CR	
3901932931																										c2ab8d5c-1064-4082-8633-1153dd7a4285										CC_BY_4_0			1997-06-26T00:00:00Z															PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	c2ab8d5c-1064-4082-8633-1153dd7a4285	C218		Shenton, C.E.													PRESENT							4560-11												1911-09-12T00:00:00				1911	9	12		Freshwater										OCEANIA				AU	Western Australia												-32.8	115.7	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:35.283Z								CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:35.283Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.128_1	Waroona			CR	
3901931936																										837d4b10-0140-41cf-9586-040037d09be3										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	837d4b10-0140-41cf-9586-040037d09be3	C6528		Harris, G.B.		1											PRESENT							112-50												1950-08-23T00:00:00				1950	8	23		Freshwater														AU	Western Australia												-32.0	115.7	10000.0																																																https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:40:35.536Z								COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:40:35.536Z	2023-01-08T06:32:12.837Z	false										CR	
3901931341																										7a7bb768-b4a5-4218-8c88-1337d98acc7d										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN			{theatened_status: Critically Endangered, tribe:  }	7a7bb768-b4a5-4218-8c88-1337d98acc7d	C52096		Auston, C.M.		1											PRESENT																			1985-01-01T00:00:00				1985	1	1		Freshwater										OCEANIA				AU																																																		Auston, C.M.													https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:26.815Z								CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		false	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:26.815Z	2023-01-08T06:32:12.837Z	false										CR	
3901930631																										1421f066-1fbf-408a-874e-b4b57b0cc44a										CC_BY_4_0																		PhysicalObject					WAM	CRUST			PRESERVED_SPECIMEN		Record is Western Australia in Sensitive. Generalised to 10km by WA DEC.	{theatened_status: Critically Endangered, tribe:  }	1421f066-1fbf-408a-874e-b4b57b0cc44a	C50430		Horwood, J.		1											PRESENT																			1965-01-01T00:00:00				1965	1			Freshwater										OCEANIA				AU	Western Australia												-32.0	115.9	10000.0																																			Disley, C.													https://biodiversity.org.au/afd/taxa/c10b9392-526f-4188-a379-7dce29a8da67	Cherax tenuimanus Smith, 1912								Animalia	Arthropoda	Malacostraca	Decapoda	Parastacidae		Cherax	Cherax			tenuimanus			SPECIES		Margaret River Hairy Marron		ACCEPTED			7c93d290-6c8b-11de-8226-b8a03c50a862	AU	2023-01-13T09:41:06.532Z								CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		true	false	4648604	4648604	1	54	229	637	8670	4417557		4648604	Cherax tenuimanus	Cherax tenuimanus Smith, 1912	Cherax tenuimanus		DWC_ARCHIVE	2023-01-13T09:41:06.532Z	2023-01-08T06:32:12.837Z	false		AUS	Australia	AUS.11_1	Western Australia	AUS.11.122_1	Victoria Park			CR	
